AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
26394,613,47092,324,3191,1613,63245,20838,54.0,0
36081,573,20235,732,1721,2306,127753,9072,50.0,0
48797,519,23025,370,1223,100,132314,11804,49.0,0
205609,590,121782,767,1315,546,31673,177479,48.0,0
24071,505,14076,345,3005,2445,253161,16977,52.0,0
60585,598,12890,220,6524,348,25406,53190,54.0,0
73919,520,10306,620,1464,6469,31207,58541,53.0,0
104089,544,43918,641,1974,2080,38340,37676,65.0,0
100374,622,12441,186,13096,1473,14569,11263,40.8,1
29737,563,9982,356,861,784,61341,95521,58.0,0
22525,600,16135,430,4755,351,26219,39268,51.0,0
18274,580,26517,296,1005,1275,20879,29556,51.0,0
48983,616,15953,2375,3229,405,394692,104730,52.0,0
96629,461,38438,611,2888,2774,330199,21768,38.400000000000006,1
102632,639,27290,734,3403,2203,194404,9016,33.6,1
31829,574,19157,1310,5291,1448,12322,77940,52.0,0
40484,465,17934,291,1472,1148,57665,8990,56.0,0
99859,585,32065,300,3768,2052,97592,16952,57.0,0
25797,522,30035,251,16362,777,201816,10287,52.0,0
15000,569,9187,234,3871,2079,102482,9057,70.0,0
99857,581,11996,413,2170,320,23409,53352,48.8,1
24326,614,12219,349,228,736,74207,8103,47.0,0
39953,574,34416,645,6094,320,45894,42636,53.0,0
63504,461,25362,375,1410,223,32036,132609,57.0,0
32641,563,19615,673,1190,925,12639,33082,64.0,0
121226,614,37828,370,26808,584,95994,6179,46.400000000000006,1
256182,618,21913,872,8157,553,154724,109437,37.6,1
32699,632,27332,316,1251,4839,75171,147057,50.0,0
35998,510,13204,377,6835,4700,43724,164220,55.0,0
44370,499,9853,252,14669,728,96638,28275,38.400000000000006,1
48803,522,57916,455,1677,562,8878,33773,60.0,0
30107,493,19141,465,334,5384,31812,15000,57.0,0
33504,595,30410,269,1029,712,135826,4158,51.0,0
33926,613,17296,257,371,154,8852,2286,60.0,0
37041,576,31584,750,12834,105,40526,71925,62.0,0
41826,608,18966,157,11511,1147,209028,95562,46.0,0
15000,557,24290,217,4899,744,10280,6857,54.0,0
71244,596,33850,233,401,1734,51097,6260,57.0,0
33485,525,33359,284,6248,1456,101847,42040,52.0,0
30658,558,31472,964,3039,2347,195728,25245,46.0,0
49586,614,32113,612,33606,465,148968,7794,48.0,0
46734,514,17654,132,4699,6387,72843,96522,42.400000000000006,1
40707,612,34587,1019,6089,344,18871,13499,52.0,0
44932,413,24917,511,1230,725,68431,7262,57.0,0
27064,572,17200,616,2765,1364,342199,88739,48.0,0
31161,634,27633,370,1900,588,5170,18871,52.0,0
172450,631,20751,187,7453,6333,195816,38462,36.0,1
34726,536,20004,1544,7327,1024,49960,17011,52.0,0
64216,614,22999,193,1773,1551,36271,7736,40.8,1
300000,560,24078,222,2374,172,27809,56139,43.2,1
36572,615,7963,357,2898,586,59946,113579,52.0,0
59795,609,32111,500,5622,1132,22414,44433,51.0,0
239359,651,40546,1427,5552,1666,73152,45160,36.8,1
19028,640,22752,590,19097,5042,78376,102478,51.0,0
89910,602,29665,904,2115,2170,284779,9744,48.0,0
57942,635,17763,262,5025,1348,54886,52733,53.0,0
39124,550,32099,338,403,366,158719,71463,49.0,0
57083,562,20961,198,4501,1301,17910,16814,53.0,0
27053,590,82699,519,2829,1234,26037,92107,63.0,0
146848,630,39697,500,180,1341,41252,36080,54.0,0
36525,463,24650,307,2566,2699,87642,15813,53.0,0
67761,621,19050,491,3456,908,39660,36959,52.0,0
37736,566,19807,381,2204,143,54855,12151,52.0,0
53179,603,8302,223,3128,1003,6900,38325,40.8,1
38613,545,27963,236,3064,2458,44625,23879,53.0,0
18523,599,84886,270,807,215,54277,22857,52.0,0
129626,540,26826,343,2737,760,95147,57811,44.0,1
78912,667,17761,328,167,3165,34465,7500,43.2,1
89174,619,14865,305,8366,2898,49803,223801,42.400000000000006,1
40409,661,18863,294,6345,1500,54011,16165,50.0,0
112318,596,23665,271,12497,239,27447,6206,41.6,1
66459,595,11959,674,4692,1626,227836,45427,52.0,0
48106,509,23439,624,4624,1513,370886,29169,54.0,0
92393,638,20005,575,2486,275,34494,18726,43.2,1
35390,516,34581,165,1290,300,151736,24648,50.0,0
80578,585,79483,261,4586,916,28250,16563,65.0,0
29090,564,28054,416,1181,508,43340,9117,57.0,0
36726,557,36750,275,11928,3142,54732,9502,58.0,0
23400,468,34292,435,3776,1372,78503,31055,52.0,0
19412,554,23765,1220,14269,1658,22028,64680,51.0,0
43270,657,24173,280,2296,363,78829,14837,51.0,0
33349,556,12449,836,1933,3865,82917,61087,58.0,0
59931,596,26393,1148,348,285,179894,13245,50.0,0
33179,570,21794,483,2463,506,17203,12003,58.0,0
46579,540,54177,1086,4618,4174,87922,7781,53.0,0
33201,619,33001,444,3025,942,53608,3849,50.0,0
34157,496,59890,241,1233,526,87472,19800,54.0,0
94485,639,36184,176,14117,852,263473,58819,37.6,1
34386,631,9569,186,5037,2650,24826,26378,41.6,1
136768,554,47306,329,4843,2288,140760,109753,39.2,1
64011,608,12479,242,5467,957,31133,41225,53.0,0
17541,527,35258,434,7106,256,295641,50087,48.0,0
39511,558,16652,609,13951,1498,56231,42825,63.0,0
30802,558,31556,485,2537,3293,89698,2370,56.0,0
16684,496,29208,700,6502,11365,17867,20314,53.0,0
89728,493,21644,453,6183,3148,121403,10588,48.0,0
112674,653,45876,299,3574,2458,69698,32859,44.0,0
38189,552,11383,620,3307,1946,330503,15676,37.6,1
91011,603,29248,352,654,2127,190304,10395,51.0,0
70368,574,15180,479,13216,879,124182,85702,58.0,0
43058,515,19064,151,23607,1814,63131,35285,44.0,1
109228,525,27099,298,3394,1161,136045,34498,59.0,0
59711,596,37765,440,22799,1411,54668,14842,73.0,0
101696,630,22037,713,979,386,25343,28212,61.0,0
28838,644,22775,413,4950,832,27901,102131,55.0,0
48228,570,17150,571,3169,827,58486,37945,50.0,0
50534,573,19472,1100,10340,1335,11675,8262,53.0,0
26079,652,18343,339,406,783,83924,15677,57.0,0
18183,434,18575,290,4849,208,92093,6283,51.0,0
15505,595,23216,374,978,4234,16610,17995,65.0,0
52311,628,18640,647,147,3288,30097,47053,49.0,0
29381,587,28956,290,12066,1600,34701,35585,54.0,0
22119,532,46149,380,4145,5004,487895,80873,53.0,0
110624,465,25894,500,3373,407,75623,3309,38.400000000000006,1
51569,551,16695,193,8566,2296,123325,7260,52.0,0
45200,507,6824,993,1470,4493,55180,29184,57.0,0
62123,581,24442,532,731,1593,22842,53217,62.0,0
40248,523,23170,261,4699,6184,121472,30236,57.0,0
18216,449,34576,559,1562,230,35660,66219,55.0,0
33961,557,24653,582,1864,324,337868,35763,48.0,0
134167,578,22009,484,5368,1323,64690,11012,36.8,1
92499,542,11427,240,5190,457,530245,35814,34.4,1
52636,597,14414,636,12392,1060,183670,42950,47.0,0
24683,431,11814,330,368,209,103394,4342,49.0,0
70746,541,25043,211,2979,1512,51510,16624,39.2,1
59489,595,33112,202,3059,1905,10421,24471,50.0,0
38711,566,20579,255,2534,996,44726,15997,40.0,1
166058,628,43341,449,28216,1600,100847,16988,42.400000000000006,1
34650,589,34988,732,1882,763,36091,81633,52.0,0
87605,627,20420,221,6308,425,31172,12281,49.0,0
61457,509,56879,357,8386,332,249201,26803,45.0,0
42399,578,15300,187,35832,1542,241176,9531,40.8,1
24507,681,31278,237,8820,686,54498,42137,57.0,0
64007,483,27396,217,2862,1926,8567,9372,58.0,0
79359,595,18701,544,2373,1634,38610,32939,54.0,0
46706,422,27665,308,63499,1424,64923,54908,54.0,0
74022,587,29051,224,265,315,297795,20734,46.0,0
91250,683,41997,675,6416,1131,56268,3584,48.0,0
22547,519,22466,710,2102,1048,3490,53024,59.0,0
25869,620,11117,464,1709,2611,149924,15226,54.0,0
33097,580,26416,156,1304,1245,36831,94707,52.0,0
15000,565,34306,289,3903,1532,145336,5614,70.0,0
85477,537,23854,762,849,1613,120573,23382,51.0,0
48626,632,16057,203,984,1366,80561,28320,59.0,0
49533,508,8002,659,2416,551,71446,16365,60.0,0
24515,617,27227,345,2040,1547,35161,4451,50.0,0
76994,574,27050,235,3468,966,199016,23954,44.0,1
46169,545,27682,328,695,1085,33782,12356,57.0,0
29346,491,12909,304,2677,997,10652,43156,57.0,0
119563,663,22717,354,4436,4101,181657,5680,43.2,1
111638,572,20512,338,11225,1441,102461,68155,39.2,1
69584,489,21005,323,3087,548,172602,32170,49.0,0
42268,419,11557,131,529,1197,193443,78508,52.0,0
24840,574,29280,331,4576,2063,23766,9539,63.0,0
51049,664,83027,467,2727,722,33700,49504,45.0,0
40824,578,16798,271,7100,610,50483,9597,65.0,0
76884,497,25953,340,4780,1384,72439,32890,49.0,0
42147,561,32200,768,1496,506,90608,29866,60.0,0
37783,529,7865,340,2743,404,3147,4987,58.0,0
125860,595,10586,235,4915,868,168321,9788,40.8,1
74160,467,62445,257,3856,2548,14779,7038,53.0,0
26922,398,14437,611,1695,1754,107195,9634,57.0,0
39819,591,29354,493,5172,889,52367,105969,60.0,0
36902,591,20924,934,11686,767,118583,8904,66.0,0
84061,595,38584,417,2380,1517,15474,55399,54.0,0
137221,630,16006,598,909,2687,60072,16093,38.400000000000006,1
43047,579,16348,512,3985,1420,137330,37966,50.0,0
174659,630,15723,267,1631,3196,65890,15926,36.8,1
124547,569,8578,417,1742,929,20594,138678,42.400000000000006,1
36165,553,21646,249,1965,3964,59610,15581,55.0,0
52377,590,23065,502,29858,643,30501,71537,60.0,0
120294,561,41817,168,1852,3833,326338,21754,50.0,0
39371,558,13726,1328,1766,3584,35445,50492,57.0,0
19427,474,17667,284,2233,5321,194493,36510,49.0,0
21837,622,35383,648,1050,1050,22803,12202,51.0,0
88235,622,25688,372,5908,584,29571,45929,58.0,0
27785,626,24333,377,4892,1260,59553,11780,57.0,0
69106,467,20811,758,2814,2752,79133,25112,48.0,0
90770,558,31377,347,5563,1019,60913,45963,54.0,0
33091,588,24177,325,2903,2040,88519,43293,53.0,0
30524,585,28889,276,6663,8104,22088,61231,51.0,0
67420,589,9387,419,913,456,517826,36106,40.8,1
50777,589,21537,366,5534,527,51361,72852,55.0,0
15000,639,10804,824,1171,1599,161510,54435,50.0,0
146215,653,12047,430,3644,472,57443,15214,35.2,1
46274,486,19891,725,10306,914,41858,19513,52.0,0
39836,610,29791,517,1390,2008,50698,35383,57.0,0
30826,478,23305,304,3588,2337,24174,7877,56.0,0
84942,499,11487,310,334,172,182317,60875,37.6,1
40110,607,16860,1047,3341,185,335086,10712,48.0,0
48276,623,20293,281,11588,907,258635,40631,44.0,0
55919,607,30795,1388,1019,7160,167300,14504,64.0,0
36012,513,23801,435,6967,442,110131,44079,50.0,0
37461,532,30851,401,2261,218,45518,48305,55.0,0
44617,614,33150,300,795,3487,18409,42279,60.0,0
27456,603,39484,384,1211,544,450292,128692,54.0,0
71288,607,26776,627,7526,1087,220757,26849,46.0,0
83745,569,34104,156,8976,858,9834,51125,53.0,0
160799,629,21569,423,2518,1859,83577,84961,43.2,1
36536,603,17136,270,5812,298,74609,9100,59.0,0
69345,590,38955,427,1696,996,45945,27737,54.0,0
128993,623,21916,501,4913,136,20117,62645,36.8,1
79608,557,38550,217,1207,803,228417,28432,37.6,1
29818,555,12026,507,6114,2576,11770,24458,60.0,0
39554,528,18826,343,8525,3695,12818,23524,60.0,0
100226,550,12737,744,1992,281,89374,33122,40.0,1
37614,549,24470,363,2548,288,21857,19272,55.0,0
47095,605,28654,235,358,366,34161,83888,56.0,0
69507,574,13430,662,2568,10941,159412,10143,45.0,0
76557,586,25002,262,4751,2668,175981,14337,52.0,0
15000,594,17930,569,1489,1016,11079,12442,58.0,0
25889,523,14422,663,3920,302,75662,23222,58.0,0
23234,471,14164,679,3221,3672,81949,11281,51.0,0
114545,512,17014,530,5618,331,61448,48386,45.6,1
65202,636,9198,351,2228,844,31883,14296,42.400000000000006,1
51222,586,18028,260,7453,2770,193499,75365,48.0,0
43182,542,12420,382,2463,1162,39850,8622,54.0,0
21676,615,22349,201,3845,920,59271,4789,52.0,0
100761,604,28479,88,2254,1421,10213,2909,41.6,1
37047,604,18540,457,939,454,49628,49656,51.0,0
92193,570,18800,349,5569,267,32620,23379,38.400000000000006,1
19905,463,51011,660,3415,987,20598,66063,58.0,0
36269,549,9640,748,4450,994,25849,17659,53.0,0
26034,590,29684,822,3282,3558,18441,13442,54.0,0
58446,535,43051,270,1374,787,83812,33653,48.0,0
80875,519,24432,386,10418,3467,108954,23654,48.0,0
66573,648,35736,276,7676,2376,78355,53656,38.400000000000006,1
46483,530,15999,204,15777,1137,27986,29887,54.0,0
59125,491,29222,463,3644,1794,106557,46218,58.0,0
124441,605,18982,476,1860,1460,21884,41816,58.0,0
30391,604,24553,357,7005,879,21839,50776,55.0,0
29135,497,33174,326,1150,3063,130164,9429,49.0,0
45620,503,16524,505,2134,798,109932,6078,54.0,0
22074,609,60015,585,1847,3703,13167,26769,61.0,0
47241,588,7840,315,2554,3458,41360,33190,42.400000000000006,1
55226,584,21078,594,1700,1972,15950,78558,69.0,0
51587,543,22420,276,4731,132,10576,33789,67.0,0
53239,602,33742,492,1363,632,65619,23670,53.0,0
34091,521,29127,224,6374,1762,826495,20191,40.8,1
15052,501,40379,684,1411,2338,15405,47009,58.0,0
50149,598,19019,391,8040,927,42462,52454,54.0,0
21196,426,9251,524,3984,1370,86662,19302,53.0,0
33683,591,43675,139,3526,132,56673,28173,55.0,0
28632,601,20803,362,3214,1488,30531,5867,50.0,0
22142,554,11832,437,24924,619,49707,16868,52.0,0
68683,630,15061,507,3166,2905,53269,34661,40.0,1
61576,445,19697,668,3731,3885,17004,12333,53.0,0
120883,577,21095,541,2047,1051,56930,15272,44.8,1
31818,529,19142,421,5312,6973,71829,27418,55.0,0
45588,457,8007,233,3289,4534,54204,114698,56.0,0
72546,603,20599,599,4231,2680,64019,14992,44.0,1
114722,559,23198,423,4593,760,357081,15262,33.6,1
15424,555,20398,654,14180,375,14555,17325,52.0,0
33104,566,17740,401,4914,939,82200,9484,53.0,0
101016,568,17574,461,4720,929,9759,7652,44.0,1
19544,633,12819,636,2661,3676,37131,30002,62.0,0
105727,573,13949,414,537,889,27542,202959,40.0,1
113027,593,36363,841,2750,2291,75057,10954,54.0,0
51689,520,20534,606,2196,1389,95871,5518,52.0,0
31793,475,70969,557,8062,1754,36454,97652,53.0,0
33292,591,18016,1628,1723,650,6785,19489,59.0,0
55392,575,35733,322,2278,237,59800,23681,56.0,0
142571,617,21137,891,695,1964,14725,8644,42.400000000000006,1
134567,618,71618,244,1048,1918,34677,17202,44.0,0
71717,566,19742,776,4263,2034,126708,29054,63.0,0
15755,503,15932,329,5949,958,67557,8478,51.0,0
62452,593,18481,581,2120,887,37310,5143,56.0,0
35985,509,11584,283,2767,497,84253,42644,59.0,0
55179,576,14839,253,5658,330,43506,5738,46.400000000000006,1
16446,537,24985,238,425,625,33169,22794,62.0,0
56287,585,28428,430,4148,3532,97535,4207,55.0,0
26604,658,34825,279,9640,1436,172145,28551,45.0,0
15000,607,7880,325,2141,167,20514,12505,52.0,0
47387,541,26951,240,11567,757,18340,37556,52.0,0
275114,527,33576,704,435,691,71659,7107,39.2,1
26030,585,20642,387,878,2409,101046,168722,61.0,0
40475,573,21802,369,3887,156,86410,9990,49.0,0
65873,557,19659,248,361,1644,229498,7110,49.0,0
124668,593,40437,416,2168,7370,63912,14607,59.0,0
64414,592,32949,103,15736,1151,65936,12008,55.0,0
20271,577,58696,967,2635,4352,245497,21355,47.0,0
80943,579,32808,1212,2983,1272,86168,47298,55.0,0
24822,578,8810,569,1549,1515,127717,6618,56.0,0
30096,597,52236,517,13834,412,14246,33647,62.0,0
74162,565,26701,347,27859,2783,401346,20933,37.6,1
17315,508,43084,300,3023,952,176283,35313,48.0,0
72868,650,19242,677,1500,949,16264,127060,56.0,0
92722,526,18689,366,4264,542,152328,35439,42.400000000000006,1
134529,545,16071,304,946,815,113465,42879,36.8,1
34135,526,38554,1236,3684,904,18842,5278,58.0,0
42125,625,46441,398,3138,686,21976,7156,53.0,0
70126,495,13471,466,7005,2676,338033,31932,36.8,1
34791,631,45053,595,1346,1851,23684,190691,58.0,0
35343,584,11885,724,723,1546,13501,20014,53.0,0
66095,591,9639,117,3698,943,18263,8411,45.6,1
66451,586,9745,736,4738,1791,26686,11564,53.0,0
15000,522,7452,910,225,3035,66707,19844,55.0,0
21161,577,30364,1014,73,79,295812,5092,50.0,0
15000,548,8443,238,22544,2130,48871,7945,60.0,0
20977,612,16370,277,2398,575,72688,69606,54.0,0
29114,466,27566,575,2597,854,82704,11462,52.0,0
39905,468,14642,516,4505,984,191727,34651,55.0,0
36111,508,17600,714,917,1474,47923,53961,53.0,0
15000,464,43683,384,4437,670,52749,2895,63.0,0
30277,630,26648,684,3151,1393,53481,96989,51.0,0
15000,510,33045,196,28345,505,42480,41973,56.0,0
38600,576,9870,407,3695,1831,87442,6560,49.0,0
31060,470,34985,324,800,792,133261,14106,59.0,0
118462,620,35681,750,2413,2338,449202,33646,33.6,1
45234,480,14243,387,8347,917,107731,31737,40.0,1
24624,549,12471,162,3013,462,90693,39393,54.0,0
43412,518,11969,326,2109,310,60605,59936,40.0,1
51368,574,18984,470,1044,1130,68449,118634,56.0,0
112148,545,26183,766,3343,1490,44783,11530,46.400000000000006,1
36446,602,10148,836,2641,1337,31136,82400,51.0,0
68300,501,19839,972,338,93,22302,47408,55.0,0
61646,581,19053,649,903,233,36763,5041,61.0,0
42708,590,13679,263,2896,1208,61430,63355,57.0,0
17852,521,13314,217,1139,1241,71310,15477,57.0,0
35820,590,11462,413,18944,4438,23382,41209,56.0,0
56537,598,18198,487,2873,242,132476,16815,48.0,0
16276,580,20463,364,2581,223,74539,65689,54.0,0
73015,612,20377,214,7383,854,22481,56386,38.400000000000006,1
63345,591,69797,553,2519,5400,122060,1007,48.0,0
88878,596,48946,593,2640,242,26896,88044,48.0,0
65331,587,15464,516,1360,492,36572,39481,43.2,1
62927,628,9804,434,7047,1340,117038,5031,34.4,1
43904,592,20825,328,1471,138,61427,17358,57.0,0
23126,549,16112,483,4339,1332,36280,23458,54.0,0
39252,658,17126,377,4033,552,23304,28099,48.0,0
21480,589,10757,373,933,540,182352,9668,51.0,0
66653,622,27188,323,868,595,105516,20559,52.0,0
73660,615,35518,305,16116,728,27048,17933,59.0,0
71343,568,32367,384,3701,1879,5624,2097,54.0,0
41265,482,32886,362,4346,1126,64388,15758,54.0,0
83916,478,42629,419,2683,690,21449,29594,58.0,0
26799,599,12935,283,2267,897,41507,35823,57.0,0
72556,593,25379,388,1229,710,5979,37758,53.0,0
60910,572,17045,1017,6171,3137,147935,48665,55.0,0
51271,686,23559,404,1273,2192,74387,26652,50.0,0
17143,595,29167,669,49504,3297,170589,15147,54.0,0
36864,475,10535,222,15374,568,21112,4899,41.6,1
37675,587,18275,466,1940,299,37813,43715,58.0,0
44269,596,23648,309,2091,2777,374228,21424,61.0,0
43141,574,18445,251,2149,1677,84290,7040,52.0,0
132034,519,35673,888,2643,7203,87041,1742,55.0,0
119929,646,46724,1082,10630,283,96497,4517,40.0,1
53525,603,22998,904,2557,607,55129,4379,55.0,0
56126,407,39573,246,2160,1226,16334,18314,68.0,0
66240,519,13068,347,1956,391,192453,157052,51.0,0
98045,562,13283,514,1388,364,280089,9062,38.400000000000006,1
75987,570,20655,736,6379,350,65391,79517,40.8,1
164629,640,23303,197,482,443,79235,26716,36.8,1
24852,518,16251,980,13933,3348,65249,5111,59.0,0
49751,640,42271,263,1742,616,65854,49291,57.0,0
300000,557,30254,653,1849,1413,78189,576,40.0,1
86042,587,14580,252,10738,1724,124745,59178,39.2,1
33974,497,29506,544,2446,794,14863,2093,50.0,0
66413,519,7758,413,8031,1698,17567,31611,55.0,0
71763,631,23083,263,3654,431,24254,11866,37.6,1
160992,562,16462,422,2533,424,29762,46825,41.6,1
80906,645,17208,341,2005,492,60215,24045,62.0,0
57070,661,16358,336,2625,451,57191,3054,42.0,0
25325,620,25480,1061,12971,723,64102,90071,53.0,0
32533,553,21579,419,3618,3783,86487,12486,56.0,0
55522,598,31999,207,7847,2168,67429,15305,49.0,0
48754,637,22827,1150,1884,402,16115,54727,49.0,0
115434,545,15226,405,9168,1433,157291,39675,43.2,1
48361,589,45366,1279,708,334,91490,29976,54.0,0
86666,633,12543,399,353,637,203495,9343,40.0,1
23070,552,16225,611,4168,1923,44183,11222,55.0,0
40526,567,10867,427,2663,1185,34550,91536,58.0,0
68434,588,31237,497,727,312,72956,42594,52.0,0
144079,579,20361,220,3985,1210,22701,14014,41.6,1
42050,600,34135,994,5565,4441,82165,17857,47.0,0
87199,566,26073,1153,4397,1233,92530,16706,38.400000000000006,1
104869,583,21849,268,4463,333,183095,88827,39.2,1
118723,674,21721,257,2324,1326,73329,4379,42.400000000000006,1
64827,560,17172,518,3789,698,40924,24200,47.2,1
27757,464,19805,976,3077,2968,62504,5131,50.0,0
138815,549,16634,372,5014,2505,26510,3231,46.400000000000006,1
24245,585,12446,137,473,1234,36963,32457,57.0,0
21541,554,45397,400,9460,516,48595,45188,55.0,0
161465,625,41877,560,1321,166,17351,20356,38.400000000000006,1
58597,591,8517,370,8625,5723,40538,12074,55.0,0
25086,618,56600,716,4140,26931,31071,38613,53.0,0
22673,494,43419,514,2952,1299,47749,20708,58.0,0
23285,582,22343,715,3749,542,52191,8508,68.0,0
164586,623,23332,319,1685,876,32003,34302,40.0,1
45082,472,39447,504,13196,4729,66559,23086,53.0,0
31629,496,44553,571,15950,322,16272,29628,53.0,0
128388,505,22989,256,2832,230,4961,6150,41.6,1
44486,595,24594,195,738,646,242372,34739,46.0,0
43491,626,25597,199,2615,767,24370,14385,51.0,0
113990,628,35146,645,2811,2467,526293,136954,31.200000000000003,1
94504,645,21874,731,3777,2222,107628,19425,40.0,1
54094,570,18172,395,2085,361,89214,141007,53.0,0
33870,550,26648,500,5988,986,17742,53722,59.0,0
33612,630,10778,169,7550,5996,106460,85449,54.0,0
22150,606,34352,828,9184,1713,20622,23883,52.0,0
41678,470,12455,523,16961,470,125435,62148,53.0,0
33744,590,10367,533,6157,4141,15264,60350,52.0,0
107271,680,23971,458,2776,704,164825,21544,35.2,1
33059,613,17844,408,292,764,60026,7017,57.0,0
67537,501,17893,162,5687,2961,108152,45945,45.6,1
21922,558,35958,578,10909,1647,56671,9701,54.0,0
70366,531,69762,445,832,13586,42222,13205,60.0,0
23455,435,13775,514,538,1106,18483,25529,59.0,0
42885,622,14162,1031,5193,2460,42662,22433,48.0,0
25013,510,38517,630,299,1069,37717,12749,62.0,0
45155,539,28870,287,9518,1581,37993,4637,75.0,0
20652,605,26881,799,9140,2649,160284,37108,46.0,0
20866,544,21730,437,2212,880,79714,14013,51.0,0
94856,478,55211,580,7865,1759,44975,30500,51.0,0
23696,593,19810,511,3154,103,91605,50830,55.0,0
89001,604,29190,247,972,2501,72820,95556,55.0,0
111803,644,21947,442,1822,810,134978,22962,69.0,0
55913,582,25334,218,1889,695,71261,5687,54.0,0
32907,547,31075,557,7332,8334,34618,33606,52.0,0
24972,582,16257,601,8831,3802,52149,22514,52.0,0
21092,498,32396,149,3210,907,46882,20846,65.0,0
23658,622,18078,270,4270,803,135563,23232,54.0,0
16811,590,22469,510,5482,281,465665,6088,52.0,0
49226,543,36390,510,577,580,38934,114283,54.0,0
21115,543,17554,373,1200,224,27880,26424,51.0,0
31563,517,33338,330,1327,827,35263,9307,53.0,0
37905,556,38610,525,2776,1126,101353,8277,51.0,0
41950,545,21779,1233,11528,575,121651,38410,61.0,0
38384,589,22865,336,1959,598,376962,33007,39.2,1
94935,593,18075,167,1203,6771,26292,26945,39.2,1
70039,551,10687,354,413,524,54305,11640,67.0,0
62562,543,29831,270,11299,1079,82371,5495,52.0,0
40997,590,19336,940,801,371,54894,9064,52.0,0
71015,545,13276,195,14496,3570,39826,9726,51.0,0
67629,459,15256,555,491,675,239609,123100,47.0,0
63032,589,15716,352,2179,1402,72933,58204,43.2,1
35436,569,13911,391,2638,1320,47994,12083,55.0,0
63144,530,31498,275,3457,3064,29819,7618,60.0,0
192397,578,24475,467,2642,213,433609,19181,49.6,1
170396,620,14502,369,1971,1515,51580,59251,42.400000000000006,1
168110,547,12045,269,5794,920,55624,64977,47.2,1
17197,601,17234,415,6087,340,48090,68519,52.0,0
42244,545,11443,233,1312,636,12686,11758,71.0,0
56245,444,33684,278,8492,2015,11199,14119,62.0,0
76419,528,10240,625,4403,964,84035,19761,40.0,1
74548,497,38660,269,3128,266,28360,6621,55.0,0
32883,527,25896,228,4646,710,76129,54340,50.0,0
80785,588,31161,276,3543,2348,591836,31836,33.6,1
19042,519,19336,561,4419,1009,8615,22532,51.0,0
41030,542,17866,205,5209,2566,19125,101595,59.0,0
50569,628,30851,464,3510,1707,288005,14212,50.0,0
42827,493,22891,292,8284,428,67836,31342,50.0,0
57283,578,10379,135,4056,3162,11933,29115,60.0,0
15989,582,23905,453,19006,1896,26034,1356,55.0,0
20701,572,18303,1071,6919,1131,54232,106274,53.0,0
85865,469,29061,428,16237,1253,17490,11833,53.0,0
90755,681,21917,324,22167,4553,71386,15337,36.0,1
36031,618,55623,244,1175,299,66487,29311,57.0,0
83130,485,18732,312,2947,944,5311,28592,51.0,0
94929,604,15368,691,675,229,233727,7715,36.0,1
153746,625,18187,1004,721,2901,66461,12781,36.8,1
16707,552,12006,584,13036,990,57365,20203,59.0,0
118360,582,33683,396,2531,912,50783,123254,54.0,0
24499,631,32718,545,2154,86,11585,6344,52.0,0
41654,490,39104,255,377,245,105751,8870,48.0,0
74517,434,21592,331,4075,2859,139294,12299,46.0,0
90446,576,8063,327,4254,13923,31226,4989,55.0,0
72230,606,31075,143,3955,3119,51871,4973,48.0,0
55600,539,27580,1645,9444,2849,76122,15067,57.0,0
34616,586,37335,1630,643,773,8611,53341,71.0,0
16993,588,19602,286,6606,397,35978,14121,55.0,0
31227,604,17912,354,3622,1041,34849,7494,63.0,0
113720,542,12743,639,1132,1242,30799,58476,43.2,1
32200,446,21402,218,4459,1305,96500,21366,55.0,0
94712,523,9668,769,13164,1605,68036,37242,44.0,1
27773,483,15007,446,3419,373,16503,17940,51.0,0
72716,600,38089,315,2862,1396,130319,23301,44.0,0
61087,586,22077,307,4491,1580,126630,29906,39.2,1
113447,614,101338,365,5524,2523,273613,13194,42.0,0
42116,568,8808,778,1990,2191,261330,97782,66.0,0
42796,602,20780,602,10132,5562,24858,15546,52.0,0
127265,599,8871,407,3715,1112,56740,3486,42.400000000000006,1
15000,608,30083,332,2569,153,33825,14266,49.0,0
59111,524,76785,346,11283,3931,554313,16963,41.0,0
16648,589,16854,258,8578,873,55307,13319,68.0,0
42295,602,27419,463,6741,759,68985,140782,48.0,0
26891,587,32119,289,1059,233,20213,23211,56.0,0
74988,595,33852,230,2906,531,56318,13140,57.0,0
69190,569,27424,347,10861,572,257500,4533,39.2,1
40466,496,16479,385,3365,2071,37597,16738,58.0,0
36494,579,18371,519,1855,4413,209455,43718,48.0,0
54846,608,28777,307,1100,1881,51604,71004,54.0,0
127111,547,18996,538,6877,1275,31128,32885,48.8,1
23276,514,18462,732,817,513,104868,57145,63.0,0
20861,609,34695,953,2187,5332,15544,18350,55.0,0
15000,548,17427,621,15312,1286,342934,29774,49.0,0
23527,516,10466,385,2235,6666,89972,23154,57.0,0
52651,585,12709,490,1962,1097,100458,1502,52.0,0
26062,509,17169,223,1162,889,3590,9672,54.0,0
52112,565,13475,574,6372,473,77882,37796,56.0,0
57467,552,28297,360,7880,3733,78986,38496,53.0,0
15000,551,15902,274,529,1221,90901,5505,59.0,0
80005,571,14166,150,3395,2423,30629,46026,58.0,0
